sol, median_wind, 0_median_wind, 0_hour_fraction, 1_median_wind, 1_hour_fraction, 2_median_wind, 2_hour_fraction, 3_median_wind, 3_hour_fraction, 4_median_wind, 4_hour_fraction, 5_median_wind, 5_hour_fraction, 6_median_wind, 6_hour_fraction, 7_median_wind, 7_hour_fraction, 8_median_wind, 8_hour_fraction, 9_median_wind, 9_hour_fraction, 10_median_wind, 10_hour_fraction, 11_median_wind, 11_hour_fraction, 12_median_wind, 12_hour_fraction, 13_median_wind, 13_hour_fraction, 14_median_wind, 14_hour_fraction, 15_median_wind, 15_hour_fraction, 16_median_wind, 16_hour_fraction, 17_median_wind, 17_hour_fraction, 18_median_wind, 18_hour_fraction, 19_median_wind, 19_hour_fraction, 20_median_wind, 20_hour_fraction, 21_median_wind, 21_hour_fraction, 22_median_wind, 22_hour_fraction, 23_median_wind, 23_hour_fraction
14, 8.817, , , , , , , , , , , , , , , , , , , , , 10.521, 0.126389, 10.333, 0.999444, 9.115, 0.999444, 9.0175, 0.999444, 9.5525, 0.999444, 9.581, 0.999444, 8.9805, 0.999444, 6.722, 0.999444, 6.338, 0.214167, , , , , , , , , , 
15, 4.956, 5.673, 0.961944, , , , , , , 3.994, 0.354167, 4.097, 0.388611, , , 5.105, 0.593889, 6.857, 0.994167, 4.9945, 0.998889, 4.192, 0.999444, 4.331, 0.998889, 5.279, 0.994444, 5.922, 0.999444, 6.4565, 0.999444, 6.571, 0.999444, 5.468, 0.999722, 4.917, 0.999722, 3.665, 0.999444, 2.9405, 0.999444, 3.038, 0.924167, , , , , 6.1625, 0.753056
16, 6.226, 5.794, 0.999444, 5.3455, 0.239444, , , , , , , 4.321, 0.540556, 4.3385, 0.760556, 6.248, 0.401111, 9.003, 0.8, 5.598, 0.999444, 4.834, 0.999444, 5.4985, 0.999444, 8.108, 0.999444, 7.95, 0.999444, 7.3745, 0.999444, 8.765, 0.999444, 7.768, 0.999444, 5.961, 0.999722, 6.221, 0.275833, , , , , , , , , 6.3705, 0.764722
17, 6.081, 6.683, 0.999444, 6.654, 0.999444, 6.969, 0.0844444, , , , , 4.796, 0.765556, 4.2135, 0.999444, 5.1135, 0.999444, 5.975, 0.416111, 6.0725, 0.766389, 5.261, 0.999444, 6.444, 0.999444, 6.309, 0.999444, 7.048, 0.999444, 7.546, 0.999722, 6.8705, 0.999444, 5.764, 0.999444, 4.759, 0.999444, 6.0495, 0.326944, , , , , 6.538, 0.430278, 6.477, 0.999167, 7.165, 0.999722
18, 5.625, 5.482, 0.915556, , , , , , , , , 4.523, 0.937778, 4.791, 0.999444, 6.04, 0.998056, 6.5785, 0.999722, 5.392, 0.998333, 5.107, 0.999444, 6.396, 0.999444, 6.2355, 0.999444, 6.895, 0.999444, 6.672, 0.999444, 8.618, 0.999444, 6.4205, 0.999167, 4.983, 0.999444, 4.614, 0.999444, 5.3135, 0.999444, 6.731, 0.223611, , , , , 6.281, 0.769722
19, 7.804, 8.067, 0.999444, 7.8695, 0.999444, 7.925, 0.999444, 8.027, 0.999444, 9.287, 0.999444, 5.992, 0.999722, 4.917, 0.999444, 5.536, 0.999444, 10.98, 0.999444, 9.724, 0.999444, 8.609, 0.999444, 8.775, 0.999444, 10.0665, 0.999444, 9.397, 0.999167, 9.872, 0.999444, 10.3265, 0.999444, 8.676, 0.999444, 6.313, 0.999444, 5.135, 0.999722, 5.5945, 0.999722, 7.1855, 0.999444, 7.626, 0.999444, 7.088, 0.999444, 8.5205, 0.999167
20, 5.57, , , , , , , , , 4.258, 0.581111, 3.857, 0.999444, 3.255, 0.999722, 4.877, 0.999722, 5.838, 0.999444, 4.2145, 0.999444, 4.769, 0.999167, 5.4355, 0.999444, 5.557, 0.999444, 6.6495, 0.999722, 6.998, 0.999444, 7.531, 0.999444, 7.384, 0.999444, 5.7335, 0.381111, 4.1405, 0.700556, 3.61, 0.999444, 6.26, 0.999444, 6.888, 0.999444, 7.235, 0.999444, 6.027, 0.685278
21, 7.717, 6.712, 0.379444, , , , , , , , , 8.0335, 0.786111, 4.532, 0.999444, 5.238, 0.999444, 9.2575, 0.999444, 8.299, 0.999722, 7.431, 0.999722, 8.889, 0.999444, 9.3395, 0.999444, 9.912, 0.999444, 9.658, 0.999444, 11.043, 0.999167, 9.071, 0.999444, 6.627, 0.999444, 6.1395, 0.209167, , , , , , , 7.344, 0.790278, 7.212, 0.999444
22, 5.5985, 5.582, 0.999167, 5.015, 0.808056, , , , , 4.8405, 0.191389, 4.965, 0.999722, 4.825, 0.999722, 5.95, 0.999444, 6.633, 0.999444, 6.5045, 0.999444, 5.305, 0.999444, 5.456, 0.999167, 5.755, 0.983611, 5.48, 0.9925, 7.618, 0.559444, , , , , , , , , , , , , , , , , 7.0905, 0.790833
23, 0, 0, 0.999444, 0, 0.999444, 0, 0.999444, 0, 0.999167, 0, 0.999444, 0, 0.999444, 0, 0.999444, 0, 0.999444, 0, 0.999722, 0, 0.999444, 0, 0.999444, 0, 0.999444, 0, 0.999444, 0, 0.999167, 0, 0.999444, 0, 0.999444, 0, 0.999444, 0, 0.999722, 0, 0.999444, 0, 0.999444, 0, 0.999444, 0, 0.999167, 0, 0.999444, 0, 0.999722
24, 7.202, , , , , , , , , , , , , , , , , , , 8.99, 0.848333, 8.455, 0.999444, 7.5785, 0.999444, 8.575, 0.999444, 9.282, 0.999167, 9.335, 0.999444, 10.257, 0.999444, 7.968, 0.999444, 6.139, 0.999722, 4.693, 0.999444, 3.762, 0.999444, 6.135, 0.696944, , , , , , 
25, 4.607, 5.564, 0.0794444, , , , , 4.545, 0.186389, 5.1, 0.999167, 4.004, 0.999444, 3.634, 0.999444, 2.2965, 0.999722, 4.96, 0.999722, 2.908, 0.999444, 3.219, 0.999444, 4.791, 0.999167, 5.0285, 0.999444, 5.525, 0.999444, 6.2755, 0.999444, 6.445, 0.999722, 5.3875, 0.999444, 5.266, 0.999444, 4.466, 0.999167, 3.389, 0.999444, 5.3705, 0.6925, , , , , 6.039, 0.804167
26, 7.027, 6.361, 0.408333, , , , , , , , , 5.4925, 0.890833, 5.3385, 0.999444, 5.882, 0.999167, 10.606, 0.999444, 7.393, 0.999444, 7.104, 0.999722, 7.461, 0.999444, 8.832, 0.999444, 9.076, 0.999444, 9.316, 0.999167, 10, 0.999444, 8.609, 0.999444, 6.613, 0.999722, 6.116, 0.999444, 5.766, 0.588056, , , , , 7.415, 0.810278, 6.832, 0.999722
27, 5.384, , , , , , , , , 4.896, 0.561667, 4.507, 0.999722, 4.545, 0.999444, 5.036, 0.998889, 6.133, 0.999167, 6.0855, 0.999444, 5.399, 0.999444, 5.287, 0.999722, 5.209, 0.999444, 5.83, 0.999444, 6.503, 0.999167, 7.835, 0.999444, 6.586, 0.999444, 5.046, 0.999722, 3.736, 0.999444, 3.359, 0.999444, 5.047, 0.999167, 6.526, 0.999444, 7.1945, 0.999722, 6.352, 0.638056
28, 6.332, 6.072, 0.683333, , , , , , , 4.5745, 0.6325, 4.2575, 0.999444, 3.9805, 0.999444, 5.048, 0.999167, 8.736, 0.999444, 7.011, 0.999444, 7.094, 0.999722, 7.133, 0.999444, 8.1055, 0.999444, 9.105, 0.999167, 10.287, 0.999444, 9.952, 0.999444, 8.992, 0.999722, 6.156, 0.999444, 5.2555, 0.999167, 5.152, 0.380556, , , , , , , 6.134, 0.8175
29, 7.06, 7.563, 0.999167, 8.093, 0.999444, 7.867, 0.999722, 8.1515, 0.999722, 9.192, 0.999444, 5.779, 0.999167, 6.3555, 0.999444, 7.489, 0.999444, 12.5175, 0.999722, 10.9395, 0.999444, 8.813, 0.999444, 7.164, 0.999167, 6.462, 0.999444, 6.742, 0.999722, 6.676, 0.999444, 7.136, 0.999444, 5.567, 0.999167, 4.631, 0.999444, 3.978, 0.999722, 2.93, 0.999444, 5.772, 0.999444, 7.0415, 0.999167, 6.864, 0.999444, 7.786, 0.999722
30, 6.074, 5.956, 0.875556, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.21, 0.825
32, 4.916, , , , , , , , , , , , , , , 6.352, 0.173056, 6.875, 0.997222, 3.069, 0.994722, 3.36, 0.997222, 3.73, 0.994722, 4.766, 0.994722, 5.326, 0.994722, 6.452, 0.991944, 5.524, 0.9975, 4.528, 0.9975, 4.601, 0.997222, 3.893, 0.9975, 3.051, 0.997222, 4.231, 0.9975, 6.1055, 0.997222, 6.928, 0.9975, 6.84, 0.162222
33, 7.901, 6.1805, 0.9975, 6.894, 0.9975, 8.004, 0.9975, 8.4485, 0.9975, 9.0905, 0.997222, 5.073, 0.9975, 4.928, 0.997222, 6.065, 0.994722, 11.1755, 0.9975, 8.37, 0.9975, 7.856, 0.997222, 9.08, 0.9975, 8.804, 0.997222, 9.35, 0.9975, 10.432, 0.997222, 11.0785, 0.9975, 10.286, 0.9975, 7.5675, 0.9975, 6.369, 0.9975, 6.631, 0.9975, 8.559, 0.9975, 9.3975, 0.9975, 8.499, 0.9975, 6.8145, 0.996944
34, 6.7325, 8.172, 0.9975, 9.348, 0.997222, 8.631, 0.9975, 8.193, 0.997222, 8.68, 0.994722, 5.9245, 0.9975, 5.959, 0.9975, 5.284, 0.9975, 8.002, 0.9975, 8.2935, 0.997222, 5.927, 0.9975, 4.953, 0.997222, 6.03, 0.9975, 6.117, 0.997222, 6.9135, 0.9975, 6.485, 0.997222, 5.911, 0.9975, 4.5615, 0.997222, 4.4655, 0.9975, 3.613, 0.997222, 5.117, 0.9975, 6.865, 0.997222, 7.163, 0.9975, 8.197, 0.996944
35, 5.827, 6.017, 0.994722, 5.505, 0.9975, 7.027, 0.9975, 7.59, 0.9975, 7.0065, 0.9975, 4.966, 0.997222, 4.3695, 0.9975, 5.0165, 0.997222, 6.045, 0.9975, 2.467, 0.991944, 3.0035, 0.994722, 4.791, 0.997222, 5.004, 0.9975, 6.833, 0.997222, 6.528, 0.9975, 6.179, 0.997222, 5.5725, 0.9975, 5.672, 0.997222, 4.963, 0.9975, 5.078, 0.994722, 6.416, 0.997222, 7.424, 0.9975, 7.2215, 0.997222, 6.644, 0.999444
36, 4.616, 5.203, 0.491944, , , 8.638, 0.167778, 8.785, 0.9975, 8.3775, 0.159444, 3.889, 0.835278, 1.948, 0.9975, 4.813, 0.9975, 7.925, 0.9975, 5.557, 0.9975, 4.065, 0.9975, 4.37, 0.9975, 4.86, 0.992222, 5.796, 0.9975, 5.575, 0.994722, 5.411, 0.9975, 3.507, 0.9975, 4.396, 0.9975, 3.412, 0.9975, 3.261, 0.9975, 3.7985, 0.9975, 3.815, 0.9975, 6.305, 0.997222, 5.9725, 0.996667
37, 5.4655, 4.802, 0.656667, , , , , , , 6.832, 0.838056, 4.744, 0.9975, 4.9655, 0.9975, 5.8195, 0.9975, 6.671, 0.994722, 4.4395, 0.9975, 3.856, 0.9975, 3.149, 0.429722, , , 5.578, 0.959722, 6.2235, 0.997222, 6.609, 0.9975, 7.2645, 0.9975, 5.5295, 0.9975, 5.1585, 0.9975, 4.411, 0.986667, , , 8.842, 0.0380556, 8.43, 0.9975, 5.18, 0.998333
38, 7.413, 7.7645, 0.997222, 7.034, 0.9975, 7.6275, 0.997222, 8.1135, 0.9975, 9.155, 0.9975, 6.682, 0.9975, 5.096, 0.9975, 6.158, 0.9975, 9.538, 0.9975, 10.504, 0.997222, 8.311, 0.9975, 8.513, 0.994722, 7.343, 0.9975, 8.9285, 0.994722, 9.248, 0.997222, 8.675, 0.9975, 7.88, 0.9975, 5.676, 0.9975, 3.953, 0.9975, 4.1295, 0.997222, 6.936, 0.9975, 7.424, 0.9975, 7.002, 0.9975, 8.165, 0.996389
39, 5.853, 6.942, 0.997222, 8.0985, 0.9975, 9.0385, 0.9975, 7.8295, 0.9975, 6.0895, 0.9975, 5.627, 0.9975, 4.857, 0.994722, 5.7965, 0.9975, 7.365, 0.9975, 6.87, 0.9975, 6.025, 0.997222, 4.605, 0.9975, 5.678, 0.9975, 5.4865, 0.9975, 5.985, 0.9975, 6.115, 0.9975, 4.3675, 0.9975, 2.8865, 0.9975, 2.544, 0.997222, 3.2185, 0.9975, 3.819, 0.9975, 5.203, 0.9975, 6.29, 0.994722, 6.519, 0.998889
40, 5.851, 5.3795, 0.997222, 6.033, 0.9975, 8.32, 0.9975, 8.7275, 0.9975, 9.1665, 0.9975, 5.391, 0.9975, 5.021, 0.9975, 6.367, 0.9975, 7.737, 0.9975, 7.036, 0.9975, 5.235, 0.9975, 5.197, 0.9975, 5.9225, 0.995, 6.142, 0.999722, 6.303, 0.994722, 6.556, 0.9975, 5.1405, 0.9975, 4.733, 0.9975, 3.5245, 0.9975, 3.373, 0.997222, 3.634, 0.9975, 5.883, 0.9975, 6.1835, 0.9975, 6.171, 0.996111
41, 5.4045, 6.095, 0.9975, 7.112, 0.9975, 8.7345, 0.9975, 9.2885, 0.997222, 6.6275, 0.9975, 5.5465, 0.994722, 5.322, 0.9975, 5.733, 0.9975, 6.872, 0.9975, 3.18, 0.998056, 3.811, 0.9975, 5.044, 0.9975, 5.736, 0.9975, 5.5885, 0.9975, 5.5355, 0.997222, 5.628, 0.9975, 4.164, 0.996667, 2.511, 0.9975, 3.2125, 0.9975, 3.302, 0.9975, 4.1305, 0.997222, 4.715, 0.994722, 6.308, 0.9975, 5.818, 0.998611
42, 5.4125, 4.931, 0.9975, 5.743, 0.9975, 5.774, 0.9975, 6.567, 0.9975, 5.014, 0.9975, 4.9765, 0.9975, 5.1935, 0.9975, 6.543, 0.989444, 5.539, 0.997222, 4.8075, 0.9975, 5.5295, 0.994722, 5.259, 0.9975, 5.798, 0.994722, 4.971, 0.9975, 6.2615, 0.9975, 4.813, 0.9975, 3.436, 0.9975, 3.1205, 0.9975, 5.0695, 0.9975, 5.218, 0.9975, 6.232, 0.9975, 6.7395, 0.9975, 5.8785, 0.9975, 5.038, 0.995833
43, 4.742, 5.087, 0.9975, 7.059, 0.9975, 8.909, 0.994722, 8.3315, 0.9975, 5.126, 0.9975, 4.7125, 0.9975, 4.6985, 0.9975, 5.3825, 0.9975, 2.318, 0.9975, 4.37, 0.9975, 5.394, 0.9975, 6.16, 0.9975, 5.93, 0.9975, 5.302, 0.9975, 6.882, 0.9975, 4.69, 0.9975, 3.5015, 0.9975, 3.896, 0.994722, 4.53, 0.9975, 3.775, 0.9975, 4.2245, 0.9975, 3.7355, 0.9975, 3.641, 0.9975, 5.0805, 0.998333
44, 4.644, 5.7995, 0.9975, 4.098, 0.9975, 3.994, 0.9975, 4.098, 0.9975, 3.8795, 0.9975, 4.05, 0.995833, 3.0925, 0.9975, 5.555, 0.9975, 7.3795, 0.9975, 8.483, 0.9975, 8.969, 0.9975, 9.0615, 0.9975, 9.406, 0.9975, 9.316, 0.9975, 10.112, 0.9975, 8.821, 0.994722, 5.489, 0.9975, 2.186, 0.999167, 2.397, 0.9975, 3.573, 0.9975, 3.5345, 0.9975, 3.792, 0.994722, 3.914, 0.9975, 4.664, 0.998333
45, 4.8185, 5.6075, 0.9975, 4.361, 0.9975, 4.309, 0.9975, 4.22, 0.9975, 4.0995, 0.997222, 3.524, 0.9975, 3.251, 0.996111, 6.071, 0.9975, 8.427, 0.9975, 10.2195, 0.9975, 9.937, 0.9975, 9.6925, 0.9975, 9.101, 0.9975, 9.886, 0.9975, 9.106, 0.9975, 9.5085, 0.9975, 5.635, 0.9975, 2.143, 0.996111, 1.866, 0.9975, 2.996, 0.9975, 3.865, 0.9975, 3.721, 0.9975, 3.794, 0.9975, 5.066, 0.995556
46, 4.4825, 5.569, 0.994722, 3.938, 0.9975, 3.664, 0.9975, 3.5045, 0.9975, 3.023, 0.9975, 3.274, 0.998889, 4.388, 0.994722, 7.3165, 0.9975, 11.793, 0.9975, 12.809, 0.9975, 12.646, 0.9975, 12.574, 0.9975, 10.8215, 0.9975, 9.8695, 0.9975, 8.166, 0.9975, 9.1095, 0.9975, 5.6305, 0.996111, 1.0065, 0.9975, 2.4185, 0.9975, 3.8965, 0.997778, 4.138, 0.9975, 3.7465, 0.9975, 3.142, 0.9975, 4.1035, 0.997778
47, 4.335, 4.6525, 0.9975, 4.1245, 0.9975, 3.853, 0.994722, 4.134, 0.9975, 4.805, 0.9975, 3.6, 0.9975, 2.76, 0.9975, 4.844, 0.997222, 8.5535, 0.9975, 9.151, 0.9975, 9.4345, 0.9975, 9.341, 0.9975, 8.783, 0.9975, 7.466, 0.9975, 7.306, 0.9975, 6.011, 0.9975, 3.316, 0.995, 3.02, 0.9975, 3.6535, 0.9975, 3.4815, 0.9975, 3.865, 0.9975, 3.793, 0.9975, 3.228, 0.9975, 3.951, 0.998056
48, 4.738, 5.0335, 0.9975, 5.297, 0.9975, 4.554, 0.9975, 4.944, 0.9975, 4.11, 0.994722, 3.9435, 0.9975, 3.917, 0.9975, 4.09, 0.997222, 8.624, 0.9975, 10.3335, 0.9975, 9.905, 0.9975, 9.032, 0.9975, 7.131, 0.996111, 7.1475, 0.997778, 6.0415, 0.9975, 3.494, 0.9975, 1.331, 0.998611, 4.081, 0.997778, 3.9665, 0.9975, 3.576, 0.994722, 4.4875, 0.9975, 3.7765, 0.9975, 6.184, 0.9975, 3.469, 0.998056
49, 5.294, 3.592, 0.9975, 4.358, 0.9975, 5.296, 0.9975, 6.0825, 0.9975, 5.753, 0.9975, 4.107, 0.9975, 3.836, 0.9975, 3.0535, 0.994722, 7.3, 0.9975, 8.341, 0.9975, 8.143, 0.9975, 7.531, 0.9975, 6.994, 0.9975, 5.441, 0.994722, 5.155, 0.995, 5.769, 0.997778, 6.495, 0.9975, 5.713, 0.9975, 5.572, 0.9975, 5.389, 0.994722, 5.363, 0.9975, 5.507, 0.9975, 4.0275, 0.997778, 3.202, 0.997778
50, 5.185, 5.146, 0.9975, 5.728, 0.9975, 7.235, 0.9975, 8.7725, 0.997778, 5.219, 0.9975, 4.944, 0.9975, 4.3675, 0.9975, 4.147, 0.994722, 4.9745, 0.9975, 2.656, 0.9975, 3.4155, 0.9975, 3.722, 0.9975, 5.109, 0.9975, 4.152, 0.9975, 5.831, 0.9975, 8.6855, 0.9975, 7.602, 0.9975, 6.229, 0.9975, 4.57, 0.9975, 4.42, 0.994722, 5.4035, 0.9975, 5.591, 0.9975, 4.994, 0.9975, 4.5885, 0.9975
51, 4.1495, 4.6205, 0.9975, 6.019, 0.9975, 6.921, 0.9975, 4.929, 0.9975, 4.886, 0.9975, 4.211, 0.9975, 3.211, 0.9975, 1.195, 0.994722, 2.5815, 0.9975, 5.2075, 0.9975, 6.3395, 0.9975, 6.5575, 0.997778, 4.464, 0.9975, 3.86, 0.9975, 3.805, 0.9975, 3.179, 0.9975, 3.476, 0.9975, 4.193, 0.997778, 3.944, 0.9975, 2.46, 0.995, 3.224, 0.9975, 3.1625, 0.9975, 4.0585, 0.9975, 4.744, 0.997222
52, 4.143, 4.655, 0.9975, 5.4195, 0.9975, 6.1765, 0.997778, 5.1445, 0.9975, 3.9765, 0.9975, 3.894, 0.9975, 3.139, 0.994722, 1.008, 0.9975, 3.9255, 0.9975, 7.801, 0.9975, 7.8215, 0.9975, 6.7965, 0.9975, 5.435, 0.9975, 5.2925, 0.9975, 4.975, 0.9975, 4.2195, 0.9975, 3.674, 0.997778, 2.334, 0.9975, 2.124, 0.995, 2.626, 0.997778, 3.25, 0.9975, 3.8095, 0.9975, 3.953, 0.9975, 4.6245, 0.997222
53, 4.299, 5.4475, 0.9975, 5.91, 0.9975, 7.088, 0.997778, 4.769, 0.9975, 4.856, 0.9975, 4.351, 0.994722, 3.639, 0.9975, 4.1865, 0.9975, 2.003, 0.9975, 4.5255, 0.9975, 5.4385, 0.9975, 5.3555, 0.997778, 4.865, 0.9975, 4.794, 0.9975, 4.895, 0.9975, 5.266, 0.9975, 4.368, 0.994722, 2.396, 0.9975, 2.05, 0.9975, 2.038, 0.9975, 3.179, 0.9975, 3.669, 0.9975, 4.072, 0.9975, 5.091, 0.997222
54, 4.292, 5.8085, 0.9975, 7.065, 0.9975, 5.8125, 0.9975, 4.613, 0.994722, 4.495, 0.9975, 4.453, 0.9975, 3.994, 0.9975, 4.258, 0.9975, 1.38, 0.996389, 3.476, 0.9975, 5.465, 0.9975, 5.844, 0.997778, 5.699, 0.9975, 6.16, 0.9975, 5.1695, 0.9975, 5.303, 0.9975, 4.637, 0.9975, 3.174, 0.995833, 2.0695, 0.9975, 2.722, 0.9975, 3.266, 0.9975, 3.606, 0.9975, 3.68, 0.997778, 4.531, 0.997222
55, 4.364, 4.608, 0.9975, 6.536, 0.995, 5.801, 0.997778, 4.7305, 0.9975, 5.426, 0.9975, 4.853, 0.9975, 1.337, 0.996389, 1.665, 0.9975, 1.4855, 0.9975, 1.803, 0.9975, 4.412, 0.9975, 5.0155, 0.9975, 4.962, 0.992222, 6.178, 0.995, 5.9485, 0.9975, 5.759, 0.9975, 4.885, 0.995, 4.5715, 0.998611, 2.667, 0.995, 3.203, 0.994722, 3.207, 0.9975, 3.6275, 0.9975, 4.928, 0.994722, 4.66, 0.999722
56, 4.642, 4.7505, 0.9975, 5.673, 0.9975, 7.223, 0.9975, 5.562, 0.9975, 5.0135, 0.9975, 4.922, 0.997778, 4.115, 0.996111, 4.596, 0.997778, 4.882, 0.995, 2.8785, 0.986667, 1.953, 0.9975, 3.413, 0.9975, 5.7595, 0.9975, 6.3425, 0.9975, 5.993, 0.9975, 6.02, 0.994722, 5.372, 0.9975, 4.655, 0.9975, 3.3725, 0.9975, 2.538, 0.9975, 2.3725, 0.9975, 2.605, 0.9975, 4.3985, 0.992222, 4.841, 0.995833
57, 4.83, 4.988, 0.997778, 5.178, 0.995, 6.569, 0.9975, 5.144, 0.997778, 4.936, 0.997778, 4.586, 0.997778, 4.011, 0.9975, 5.191, 0.9975, 1.653, 0.9975, 2.735, 0.9975, 4.498, 0.9975, 4.4595, 0.9975, 6.0835, 0.994722, 4.835, 0.9975, 5.5795, 0.9975, 6.274, 0.9975, 5.2425, 0.9975, 5.232, 0.9975, 3.91, 0.994722, 2.656, 0.9975, 3.923, 0.9975, 5.5425, 0.9975, 5.508, 0.994722, 4.747, 0.999444
